대분류,중분류,소분류,세분류,상품코드(다나와),상품명,브랜드,최저가,등록월,상품상태,가격이력수,스펙요약
컴퓨터/노트북/조립PC,노트북,게이밍 노트북,ASUS ROG/TUF,90891410,ASUS ROG 제피러스 G14 GA403UM-QS018W (SSD 1TB),ASUS,2549000,2025.05.,판매중,9,노트북 / 35.56cm(14인치) / 1.5kg / 윈도우11홈 / [화면]해상도:2880x1800(WQXGA+)
컴퓨터/노트북/조립PC,노트북,게이밍 노트북,ASUS ROG/TUF,88010246,ASUS ROG STRIX G16 G614FR-S5122 32GB램 (SSD 1TB),ASUS,3116960,2025.04.,판매중,24,
컴퓨터/노트북/조립PC,노트북,게이밍 노트북,ASUS ROG/TUF,81062753,ASUS ROG STRIX G16 G614FR-S5122 (SSD 1TB),ASUS,3149000,2025.04.,판매중,10,노트북 / 40.6cm(16인치) / 2.5kg / OS미포함(프리도스) / [화면]해상도:2560x1600(WQXGA)
컴퓨터/노트북/조립PC,노트북,게이밍 노트북,ASUS ROG/TUF,77088449,ASUS ROG STRIX G16 G615LW-S5027 (SSD 1TB),ASUS,3858900,2025.03.,판매중,11,노트북 / 40.6cm(16인치) / 2.73kg / OS미포함(프리도스) / [화면]해상도:2560x1600(WQXGA)
컴퓨터/노트북/조립PC,노트북,게이밍 노트북,ASUS ROG/TUF,81062438,ASUS ROG STRIX G18 G815LR-S9199 (SSD 1TB),ASUS,3699000,2025.04.,판매중,10,노트북 / 45.72cm(18인치) / 3.42kg / OS미포함(프리도스) / [화면]해상도:2560x1600(WQXGA)
컴퓨터/노트북/조립PC,노트북,게이밍 노트북,ASUS ROG/TUF,93383075,ASUS TUF Gaming A14 FA401KM-RG006 (SSD 1TB),ASUS,1983900,2025.07.,판매중,7,AI노트북 / 35.56cm(14인치) / 1.46kg / OS미포함(프리도스) / [화면]해상도:2560x1600(WQXGA)
컴퓨터/노트북/조립PC,노트북,게이밍 노트북,ASUS ROG/TUF,92886116,ASUS TUF Gaming A14 FA401UM-RG007 (SSD 512GB),ASUS,1749000,2025.06.,판매중,8,노트북 / 35.56cm(14인치) / 1.46kg / OS미포함(프리도스) / [화면]해상도:2560x1600(WQXGA)
컴퓨터/노트북/조립PC,노트북,게이밍 노트북,ASUS ROG/TUF,93440768,ASUS TUF Gaming A14 FA401UM-RG007 WIN11 (SSD 512GB),ASUS,1800000,2025.06.,판매중,7,노트북 / 35.56cm(14인치) / 1.46kg / 윈도우11(설치) / [화면]해상도:2560x1600(WQXGA)
컴퓨터/노트북/조립PC,노트북,게이밍 노트북,ASUS ROG/TUF,92366540,ASUS TUF Gaming A18 FA808UP-S8017 (SSD 512GB),ASUS,1851910,2025.06.,판매중,24,
컴퓨터/노트북/조립PC,노트북,게이밍 노트북,ASUS ROG/TUF,92366864,ASUS TUF Gaming A18 FA808UP-S8017 WIN11 64GB램 (SSD 512GB),ASUS,2507340,2025.06.,판매중,8,노트북 / 45.72cm(18인치) / 2.6kg / 윈도우11(설치) / [화면]해상도:1920x1200(WUXGA)
컴퓨터/노트북/조립PC,노트북,게이밍 노트북,레노버 Legion,96979904,레노버 LEGION 5 15AHP10 83M0000PKR (SSD 512GB),레노버,1997000,2025.09.,판매중,5,노트북 / 38.35cm(15.1인치) / 1.9kg / OS미포함(프리도스) / [화면]해상도:2560x1600(WQXGA)
컴퓨터/노트북/조립PC,노트북,게이밍 노트북,레노버 Legion,96856619,레노버 LEGION 5 15AKP10 83F1001WKR (SSD 1TB),레노버,2399000,2025.08.,판매중,5,AI노트북 / 38.35cm(15.1인치) / 2kg / OS미포함(프리도스) / [화면]해상도:2560x1600(WQXGA)
컴퓨터/노트북/조립PC,노트북,게이밍 노트북,레노버 Legion,92545097,레노버 LEGION Pro 5 16IAX10H U9 5070Ti Plus (SSD 1TB),레노버,3199000,2025.06.,판매중,8,노트북 / 40.6cm(16인치) / 2.42kg / OS미포함(프리도스) / [화면]해상도:2560x1600(WQXGA)
컴퓨터/노트북/조립PC,노트북,게이밍 노트북,MSI,74053658,MSI GF시리즈 Sword GF76 B13UDXK WIN11 32GB램 (SSD 512GB),MSI,1349000,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,삼성 갤럭시북,갤럭시북 프로,73614713,삼성전자 갤럭시북5 프로 NT940XHA-K51A (SSD 256GB),삼성전자,1968000,2025.01.,판매중,13,AI노트북 / 35.6cm(14인치) / 1.23kg / 최대 21시간 / 윈도우11홈
컴퓨터/노트북/조립PC,노트북,삼성 갤럭시북,갤럭시북 프로,72475073,삼성전자 갤럭시북5 프로 NT940XHA-K71AR (SSD 512GB),삼성전자,2260000,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,삼성 갤럭시북,갤럭시북 프로,72474794,삼성전자 갤럭시북5 프로 NT940XHA-KC51G (SSD 512GB),삼성전자,1848090,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,삼성 갤럭시북,갤럭시북 프로360,19133657,삼성전자 갤럭시북3 프로360 NT960QFG-KD72G (SSD 1TB),삼성전자,1798000,2023.02.,판매중,23,2in1 / 40.6cm(16인치) / 1.66kg / 최대 19시간 / 윈도우11홈
컴퓨터/노트북/조립PC,노트북,삼성 갤럭시북,갤럭시북 프로360,31643555,삼성전자 갤럭시북4 프로360 NT960QGK-K71AR (SSD 1TB),삼성전자,2099000,2024.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,삼성 갤럭시북,갤럭시북 프로360,31359119,삼성전자 갤럭시북4 프로360 NT960QGK-K71A (SSD 512GB),삼성전자,1989900,2024.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,삼성 갤럭시북,갤럭시북 프로360,32845199,삼성전자 갤럭시북4 프로360 NT960QGK-KD72G (SSD 1TB),삼성전자,2429000,2024.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,삼성 갤럭시북,갤럭시북 프로360,31647305,삼성전자 갤럭시북4 프로360 NT960QGK-KH51G (SSD 512GB),삼성전자,1899000,2024.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,삼성 갤럭시북,갤럭시북 프로360,68686217,삼성전자 갤럭시북5 프로360 NT960QHA-KC51G (SSD 512GB),삼성전자,2033240,2024.11.,판매중,15,AI노트북 / 40.6cm(16인치) / 1.69kg / 윈도우11홈 / [화면]해상도:2880x1800(WQXGA+)
컴퓨터/노트북/조립PC,노트북,삼성 갤럭시북,갤럭시북4,76464584,삼성전자 갤럭시북4 360 NT750QGK-K51A (SSD 256GB),삼성전자,1547990,2025.02.,판매중,24,
컴퓨터/노트북/조립PC,노트북,삼성 갤럭시북,갤럭시북4,44762393,삼성전자 갤럭시북4 NT750XGR-A51A (SSD 256GB),삼성전자,1044050,2024.03.,판매중,22,노트북 / 39.6cm(15.6인치) / 1.55kg / OS미포함(프리도스) / [화면]해상도:1920x1080(FHD)
컴퓨터/노트북/조립PC,노트북,삼성 갤럭시북,갤럭시북4,44762513,삼성전자 갤럭시북4 NT750XGR-A51A WIN11 (SSD 256GB),삼성전자,1071020,2024.03.,판매중,22,노트북 / 39.6cm(15.6인치) / 1.55kg / 윈도우11(설치) / [화면]해상도:1920x1080(FHD)
컴퓨터/노트북/조립PC,노트북,삼성 갤럭시북,갤럭시북4,43522826,삼성전자 갤럭시북4 NT750XGR-A71A (SSD 512GB),삼성전자,1298990,2024.03.,판매중,22,노트북 / 39.6cm(15.6인치) / 1.55kg / OS미포함(프리도스) / [화면]해상도:1920x1080(FHD)
컴퓨터/노트북/조립PC,노트북,삼성 갤럭시북,갤럭시북5,93632033,삼성전자 갤럭시북5 NT750XHD-KC51G (SSD 512GB),삼성전자,1426490,2025.07.,판매중,7,노트북 / 39.6cm(15.6인치) / 1.55kg / 최대 19시간 / 윈도우11홈
컴퓨터/노트북/조립PC,노트북,삼성 갤럭시북,갤럭시북5,93632051,삼성전자 갤럭시북5 NT750XHD-KC51S (SSD 512GB),삼성전자,1426490,2025.07.,판매중,7,노트북 / 39.6cm(15.6인치) / 1.55kg / 최대 19시간 / 윈도우11홈
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 14,74008352,LG전자 2025 그램14 14Z90T-GA5CK (SSD 256GB),LG전자,1493570,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 14,103448942,LG전자 2026 그램14 14ZD95U-GX56K (SSD 256GB),LG전자,1504300,2026.01.,판매중,1,AI노트북 / 35.5cm(14인치) / 1.12kg / 최대 28시간 / OS미포함(프리도스)
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 15,79406249,LG전자 그램15 15ZD80T-GX56K (SSD 256GB),LG전자,1390000,2025.04.,판매중,10,AI노트북 / 39.6cm(15.6인치) / 1.29kg / 최대 27시간 / OS미포함(프리도스)
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 15,79554701,LG전자 그램15 15ZD80T-GX79K (SSD 512GB),LG전자,1721290,2025.04.,판매중,10,AI노트북 / 39.6cm(15.6인치) / 1.29kg / 최대 27시간 / OS미포함(프리도스)
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 15,103414757,LG전자 그램북 15UD50U-GX5JK (SSD 256GB),LG전자,859130,2026.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 15,32486600,LG전자 2024 그램15 15Z90S-GA5PK (SSD 256GB),LG전자,1363090,2024.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 15,74011034,LG전자 2025 그램15 15Z90T-GA5HK (SSD 512GB),LG전자,1638920,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 15,103451750,LG전자 2026 그램15 15ZD95U-GX56K (SSD 256GB),LG전자,1609340,2026.01.,판매중,1,AI노트북 / 39.6cm(15.6인치) / 1.29kg / 최대 32시간 / OS미포함(프리도스)
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,77855843,LG전자 그램16 16Z90S-GA5VK (SSD 256GB),LG전자,1425990,2025.03.,판매중,11,노트북 / 40.6cm(16인치) / 1.199kg / 최대 24시간 / 윈도우11홈
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,95420702,LG전자 그램 프로16 16Z90TR-ED7WK (SSD 1TB),LG전자,2974420,2025.08.,판매중,6,노트북 / 40.6cm(16인치) / 1.36kg / 최대 27시간 / 윈도우11홈
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,79250081,LG전자 2024 그램16 16ZD90SU-GXF6K WIN11 16GB램 (SSD 256GB),LG전자,1378910,2025.02.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,74007269,LG전자 2025 그램 프로16 16Z90TP-GA5CK (SSD 256GB),LG전자,1644930,2025.01.,판매중,13,노트북 / 40.6cm(16인치) / 1.199kg / 최대 23.5시간 / 윈도우11홈
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,74007302,LG전자 2025 그램 프로16 16Z90TP-GA5HK (SSD 512GB),LG전자,1788400,2025.01.,판매중,13,노트북 / 40.6cm(16인치) / 1.199kg / 최대 23.5시간 / 윈도우11홈
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,74007554,LG전자 2025 그램 프로16 16Z90TP-KD7WK (SSD 1TB),LG전자,2448980,2025.01.,판매중,13,노트북 / 40.6cm(16인치) / 1.199kg / 최대 19.5시간 / 윈도우11홈
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,75655376,LG전자 2025 그램 프로16 16Z90TR-SD7WK (SSD 1TB),LG전자,2685590,2025.02.,판매중,12,노트북 / 40.6cm(16인치) / 1.36kg / 윈도우11홈 / [화면]해상도:2560x1600(WQXGA)
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,78528251,LG전자 2025 그램 프로16 16Z90TS-GS5CK (SSD 256GB),LG전자,1613670,2025.03.,판매중,11,AI노트북 / 40.6cm(16인치) / 1.199kg / 최대 25.5시간 / 윈도우11홈
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,74054771,LG전자 2025 그램 프로16 16ZD90TP-GX56K (SSD 256GB),LG전자,1558990,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,75072152,LG전자 2025 그램 프로16 16ZD90TP-GX56K WIN11 (SSD 256GB),LG전자,1598210,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,74007734,LG전자 2025 그램 프로360 16T90TP-GA5BK (SSD 512GB),LG전자,1877750,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,74007701,LG전자 2025 그램 프로360 16T90TP-GA5CK (SSD 256GB),LG전자,1785580,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,74007722,LG전자 2025 그램 프로360 16T90TP-GA5HK (SSD 512GB),LG전자,1864980,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,74051627,LG전자 2025 그램 프로360 16T90TP-GD79K (SSD 512GB),LG전자,2459980,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,74007752,LG전자 2025 그램 프로360 16T90TP-GD7BK (SSD 1TB),LG전자,2697150,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,74055050,LG전자 2025 그램 프로360 16TD90TP-GX56K (SSD 256GB),LG전자,1838000,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,74887790,LG전자 2025 그램 프로360 16TD90TP-GX56K WIN11 (SSD 256GB),LG전자,1784940,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,74051594,LG전자 2025 그램 프로360 16TD90TP-GX76K (SSD 256GB),LG전자,1980490,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,74915456,LG전자 2025 그램 프로360 16TD90TP-GX76K WIN11 (SSD 256GB),LG전자,2008550,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,103453775,LG전자 2026 그램 프로16 16Z90U-KU7BK (SSD 512GB),LG전자,2776790,2026.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,103451483,LG전자 2026 그램 프로16 16Z95U-GS5WK (SSD 512GB),LG전자,2001350,2026.01.,판매중,1,AI노트북 / 40.6cm(16인치) / 1.199kg / 최대 27시간 / 윈도우11홈
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,103415900,LG전자 2026 그램 프로360 16T95TP-KA5WK (SSD 512GB),LG전자,2365060,2026.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,103481294,LG전자 2026 그램 프로360 16T95TP-K.AA50K (SSD 512GB),LG전자,2490000,2026.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,103415873,LG전자 2026 그램 프로360 16T95TP-KD79K (SSD 512GB),LG전자,2593990,2026.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,103415702,LG전자 2026 그램 프로360 16T95TP-KD7BK (SSD 1TB),LG전자,2894160,2026.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,93380312,LG전자 그램 프로360 16T90SP-GP7KL (SSD 512GB),LG전자,1737470,2024.08.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,43535177,LG전자 그램 프로360 16T90SP-KA5BK (SSD 512GB),LG전자,1758990,2024.03.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,31680566,LG전자 그램 프로360 16T90SP-KD79K (SSD 512GB),LG전자,2399000,2024.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,31680728,LG전자 그램 프로360 16TD90SP-KX56K (SSD 256GB),LG전자,1599000,2024.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,31681571,LG전자 그램 프로360 16TD90SP-KX76K (SSD 256GB),LG전자,1699000,2024.01.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 16,39341603,LG전자 그램 프로360 16TD90SP-KX76K WIN11 (SSD 256GB),LG전자,1699000,2024.03.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 17,77855861,LG전자 그램17 17Z90S-GA5VK (SSD 256GB),LG전자,1519990,2025.03.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 17,103449641,LG전자 그램 프로17 17Z90TR-ED79K (SSD 512GB),LG전자,3251000,2026.01.,판매중,1,노트북 / 43.1cm(17인치) / 1.48kg / 최대 25시간 / 윈도우11홈
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 17,75855008,LG전자 2024 그램17 17ZD90SU-GXF6K (SSD 256GB),LG전자,1339000,2025.02.,판매중,24,
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 17,74007608,LG전자 2025 그램 프로17 17Z90TP-GA5CK (SSD 256GB),LG전자,1731310,2025.01.,판매중,13,노트북 / 43.1cm(17인치) / 1.369kg / 최대 25.5시간 / 윈도우11홈
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 17,74054924,LG전자 2025 그램 프로17 17ZD90TP-GX56K (SSD 256GB),LG전자,1761010,2025.01.,판매중,13,노트북 / 43.1cm(17인치) / 1.369kg / 최대 25.5시간 / OS미포함(프리도스)
컴퓨터/노트북/조립PC,노트북,LG 그램,그램 17,74051195,LG전자 2025 그램 프로17 17ZD90TP-GX79K (SSD 256GB),LG전자,2287780,2025.01.,판매중,24,
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,삼성,47489429,"삼성전자 올인원 PRO DM970AGA-L51A (16GB, M.2 256GB)",삼성전자,1797320,2024.04.,판매중,22,125H / Arc 그래픽스 / 윈도우11 / 인텔 / 코어울트라 시리즈1
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,삼성,47522042,"삼성전자 올인원 PRO DM970AGA-LC51G (16GB, M.2 512GB)",삼성전자,1829280,2024.04.,판매중,22,125H / Arc 그래픽스 / 윈도우11 / 인텔 / 코어울트라 시리즈1
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,삼성,94088045,"삼성전자 데스크탑 Slim DM500SHA-AC51B (16GB, M.2 512GB)",삼성전자,1410000,2025.07.,판매중,7,225 / 인텔 그래픽스 / (인텔) B860 / 윈도우11 / 300W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,삼성,58103162,"삼성전자 데스크탑 Tower DM500TGZ-AD5A Win11Pro (8GB, M.2 256GB)",삼성전자,1341000,2024.04.,판매중,19,i5-14400 / UHD 730 / 윈도우11 프로 / 500W / 인텔
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,삼성,48370895,"삼성전자 데스크탑 Tower DM500TGZ-AD7A (8GB, M.2 256GB)",삼성전자,1497880,2024.04.,판매중,22,i7-14700 / UHD 770 / (인텔) H670 / OS미포함 / 500W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,삼성,60308063,"삼성전자 데스크탑 Tower DM500TGZ-AD7A Win11Pro (8GB, M.2 256GB)",삼성전자,1398000,2024.04.,판매중,24,
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,삼성,89862923,"삼성전자 데스크탑 Tower DM500TGZ-AI9S2ST-RTX5060Ti 16GB-WIN11 (16GB, M.2 2TB + HDD 2TB)",삼성전자,3228000,2024.04.,판매중,9,i9-14900 / RTX 5060 Ti / 윈도우11 프로 / 700W / 인텔
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,삼성,94086872,"삼성전자 데스크탑 Tower DM500THA-AC51B (16GB, M.2 512GB)",삼성전자,1491600,2025.07.,판매중,7,225 / 인텔 그래픽스 / (인텔) B860 / 윈도우11 / 500W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,레노버,99734597,"레노버 아이디어센터 AIO 27AKP10 F0JE000UKR (16GB, M.2 512GB)",레노버,999000,2025.10.,판매중,24,
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,레노버,49644206,"레노버 LOQ Tower 17IRB-I514S51T-WIN11 (8GB, M.2 512GB + HDD 1TB)",레노버,998190,2023.03.,판매중,22,i5-14400 / UHD 그래픽스 730 / (인텔) B760 / 윈도우11 프로 / 500W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,레노버,78096428,"레노버 씽크센터 M70t Gen 5 12U0S08600 Win11Pro (8GB, M.2 512GB)",레노버,1108960,2024.10.,판매중,11,i5-14400 / UHD 그래픽스 730 / (인텔) Q670 / 윈도우11 프로 / 380W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,레노버,99732686,"레노버 씽크센터 neo 50q Gen 5 13B9S03H00 (8GB, M.2 256GB)",레노버,644080,2025.10.,판매중,3,210H / 인텔 그래픽스 / OS미포함 / 인텔 / 코어울트라 시리즈2
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,레노버,102619217,"레노버 씽크센터 neo 50q Gen 5 13B9S08900 Win11Pro (8GB, M.2 256GB)",레노버,595000,2025.10.,판매중,2,i5-13420H / 인텔 그래픽스 / 윈도우11 프로 / 90W / 인텔
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,레노버,102754844,"레노버 씽크센터 NEO 50T GEN4-12JDS06-I55S Win11Pro (16GB, M.2 512GB)",레노버,946590,2024.05.,판매중,2,i5-13400 / UHD 730 / (인텔) B760 / 윈도우11 프로 / 260W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,레노버,74056055,"레노버 아이디어센터 Tower 08IRR9 90XS002CKA (8GB, M.2 256GB)",레노버,696570,2025.01.,판매중,13,i5-14400 / UHD 730 / (인텔) B760 / OS미포함 / 260W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,기타 브랜드,54315953,"영웅컴퓨터 영웅 울트라게이밍 007 R7 7800X3D RTX5070Ti (32GB, M.2 1TB)",영웅컴퓨터,2929810,2024.05.,판매중,21,7800X3D / RTX 5070 Ti / (AMD) B650 / OS미포함 / 800W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,기타 브랜드,99738305,"이그닉 에어5 4500U Win11 IG-PIC00001 (8GB, M.2 256GB)",이그닉,439000,2025.10.,판매중,3,4500U / 그래픽스 6 / 윈도우11 / AMD / 라이젠 4000시리즈
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,기타 브랜드,66039917,"주연테크 긱스타 55GT02 (16GB, M.2 512GB)",주연테크,663870,2024.09.,판매중,17,5500GT / 그래픽스 7 / (AMD) B450 / OS미포함 / 500W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,기타 브랜드,94566242,"모맨 겜덕피시 게이밍 7500F RTX5060 (32GB, M.2 1TB)",모맨,1980000,2025.07.,판매중,7,7500F / RTX 5060 / (AMD) A620 / OS미포함 / 600W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,기타 브랜드,29402825,"피씨스토어 베스트 게이밍 7500F RTX5060 700W (16GB, M.2 500GB)",피씨스토어,1575360,2023.10.,판매중,23,7500F / RTX 5060 / (AMD) A620 / OS미포함 / 700W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,기타 브랜드,45314390,"영웅컴퓨터 영웅 게이밍울트라 7546GT R5 7500F RTX5060Ti (16GB, M.2 512GB)",영웅컴퓨터,1499890,2024.04.,판매중,22,7500F / RTX 5060 Ti / (AMD) A620 / OS미포함 / 600W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,기타 브랜드,95420654,"영웅컴퓨터 영웅 게이밍울트라 7856 R7 7800X3D RTX5060 (32GB, M.2 1TB)",영웅컴퓨터,1939780,2025.08.,판매중,6,7800X3D / RTX 5060 / (AMD) A620 / OS미포함 / 700W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,기타 브랜드,80164475,"영웅컴퓨터 영웅 게이밍울트라 7857 R7 7800X3D RTX5070 (32GB, M.2 1TB)",영웅컴퓨터,2539730,2025.04.,판매중,10,7800X3D / RTX 5070 / (AMD) B650 / OS미포함 / 800W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,기타 브랜드,13546484,"영웅컴퓨터 영웅 875 게이밍울트라560X R5 5600 RTX5060 (16GB, M.2 256GB)",영웅컴퓨터,1199550,2021.03.,판매중,23,5600 / RTX 5060 / (AMD) B550 / OS미포함 / 600W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,기타 브랜드,87240548,"영웅컴퓨터 영웅 게이밍울트라 9657 (32GB, M.2 1TB)",영웅컴퓨터,2289760,2025.04.,판매중,10,9600X / RTX 5070 / (AMD) B650 / OS미포함 / 800W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,기타 브랜드,74999351,"영웅컴퓨터 영웅 울트라게이밍 9800TS R7 9800X3D RTX5070Ti (32GB, M.2 1TB)",영웅컴퓨터,3149740,2025.01.,판매중,13,9800X3D / RTX 5070 Ti / (AMD) B650 / OS미포함 / 800W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,기타 브랜드,77962715,"이그닉 인테그 젠지 9957 IG-ITZ00030 (32GB, M.2 1TB)",이그닉,3249000,2025.03.,판매중,11,9900X / RTX 5070 / (AMD) B650 / OS미포함 / 800W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,기타 브랜드,77961077,"이그닉 리트 빅타워 9957 RT-BTP00034 (32GB, M.2 1TB)",이그닉,2769000,2025.03.,판매중,11,9900X / RTX 5070 / (AMD) B650 / OS미포함 / 800W
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,기타 브랜드,31978277,"ASUS ExpertCenter PN42-SN096AU N100 Win11 Pro (4GB, M.2 128GB)",ASUS,597960,2024.01.,판매중,23,N100 (1.0GHz) / UHD 그래픽스 / 윈도우11 프로 / 인텔 / N-시리즈
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,기타 브랜드,89612588,"ASUS NUC 15 Pro NUC15CRKU7 M.2 (8GB, M.2 128GB)",ASUS,1500000,2025.03.,판매중,24,
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,기타 브랜드,46100312,"DELL 인스피론 DN3030T-UB01KR (8GB, M.2 512GB)",DELL,787500,2024.04.,판매중,24,
컴퓨터/노트북/조립PC,데스크탑,브랜드PC,기타 브랜드,46100669,"DELL 인스피론 DN3030T-UB04KR (16GB, M.2 1TB)",DELL,1179000,2024.04.,판매중,24,
